date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
2021-06-21,AT,102.0,5.0,216.0,375017.0,643485.0,13028.0,625568.0,51457883.0
2021-06-22,AT,116.0,1.0,297.0,705626.0,643601.0,13029.0,625865.0,52163509.0
2021-06-23,AT,99.0,6.0,176.0,389863.0,643700.0,13035.0,626041.0,52553372.0
2021-06-24,AT,108.0,3.0,226.0,290906.0,643808.0,13038.0,626267.0,52844278.0
2021-06-25,AT,117.0,0.0,174.0,451660.0,643925.0,13038.0,626441.0,53295938.0
2021-06-26,AT,66.0,3.0,166.0,417608.0,643991.0,13041.0,626607.0,53713546.0
2021-06-27,AT,73.0,1.0,161.0,312902.0,644064.0,13042.0,626768.0,54026448.0
2021-06-28,AT,93.0,2.0,166.0,427614.0,644157.0,13044.0,626934.0,54454062.0
2021-06-29,AT,106.0,5.0,176.0,350968.0,644263.0,13049.0,627110.0,54805030.0
2021-06-30,AT,80.0,3.0,165.0,291247.0,644343.0,13052.0,627275.0,55096277.0
2021-07-01,AT,108.0,1.0,160.0,354947.0,644451.0,13053.0,627435.0,55451224.0
2021-07-02,AT,104.0,6.0,128.0,259390.0,644555.0,13059.0,627563.0,55710614.0
2021-07-03,AT,68.0,4.0,177.0,343935.0,644623.0,13063.0,627740.0,56054549.0
2021-07-04,AT,73.0,2.0,87.0,561265.0,644696.0,13065.0,627827.0,56615814.0
2021-07-05,AT,103.0,0.0,124.0,322102.0,644799.0,13065.0,627951.0,56937916.0
2021-07-06,AT,127.0,3.0,137.0,347381.0,644926.0,13068.0,628088.0,57285297.0
2021-07-07,AT,148.0,2.0,128.0,335988.0,645074.0,13070.0,628216.0,57621285.0
2021-07-08,AT,199.0,2.0,119.0,382522.0,645273.0,13072.0,628335.0,58003807.0
2021-07-09,AT,178.0,2.0,108.0,314230.0,645451.0,13074.0,628443.0,58318037.0
2021-07-10,AT,154.0,2.0,78.0,413896.0,645605.0,13076.0,628521.0,58731933.0
2021-07-11,AT,184.0,0.0,89.0,371928.0,645789.0,13076.0,628610.0,59103861.0
2021-07-12,AT,245.0,1.0,71.0,316160.0,646034.0,13077.0,628681.0,59420021.0
2021-07-13,AT,273.0,3.0,107.0,346475.0,646307.0,13080.0,628788.0,59766496.0
2021-07-14,AT,302.0,4.0,100.0,281780.0,646609.0,13084.0,628888.0,60048276.0
2021-07-15,AT,352.0,0.0,104.0,729443.0,646961.0,13084.0,628992.0,60777719.0
2021-07-16,AT,431.0,3.0,117.0,342544.0,647392.0,13087.0,629109.0,61120263.0
2021-07-17,AT,336.0,1.0,106.0,409271.0,647728.0,13088.0,629215.0,61529534.0
2021-07-18,AT,265.0,1.0,113.0,368400.0,647993.0,13089.0,629328.0,61897934.0
2021-07-19,AT,336.0,3.0,136.0,262510.0,648329.0,13092.0,629464.0,62160444.0
2021-07-20,AT,363.0,1.0,165.0,446461.0,648692.0,13093.0,629629.0,62606905.0
2021-07-21,AT,419.0,1.0,170.0,311223.0,649111.0,13094.0,629799.0,62918128.0
2021-07-22,AT,421.0,1.0,191.0,339761.0,649532.0,13095.0,629990.0,63257889.0
2021-07-23,AT,342.0,5.0,235.0,313561.0,649874.0,13100.0,630225.0,63571450.0
2021-07-24,AT,325.0,1.0,253.0,399696.0,650199.0,13101.0,630478.0,63971146.0
2021-07-25,AT,316.0,3.0,195.0,366087.0,650515.0,13104.0,630673.0,64337233.0
2021-07-26,AT,365.0,2.0,258.0,264707.0,650880.0,13106.0,630931.0,64601940.0
2021-07-27,AT,547.0,1.0,281.0,353876.0,651427.0,13107.0,631212.0,64955816.0
2021-07-28,AT,506.0,0.0,319.0,425944.0,651933.0,13107.0,631531.0,65381760.0
2021-07-29,AT,532.0,2.0,285.0,343301.0,652465.0,13109.0,631816.0,65725061.0
2021-07-30,AT,543.0,3.0,377.0,474681.0,653008.0,13112.0,632193.0,66199742.0
2021-07-31,AT,420.0,4.0,337.0,367563.0,653428.0,13116.0,632530.0,66567305.0
2021-08-01,AT,346.0,3.0,322.0,349438.0,653774.0,13119.0,632852.0,66916743.0
2021-08-02,AT,402.0,2.0,300.0,285169.0,654176.0,13121.0,633152.0,67201912.0
2021-08-03,AT,595.0,3.0,389.0,286518.0,654771.0,13124.0,633541.0,67488430.0
2021-08-04,AT,497.0,3.0,406.0,283128.0,655268.0,13127.0,633947.0,67771558.0
2021-08-05,AT,601.0,5.0,461.0,465180.0,655869.0,13132.0,634408.0,68236738.0
2021-08-06,AT,571.0,3.0,432.0,288795.0,656440.0,13135.0,634840.0,68525533.0
2021-08-07,AT,563.0,1.0,410.0,411157.0,657003.0,13136.0,635250.0,68936690.0
2021-08-08,AT,436.0,2.0,378.0,346513.0,657439.0,13138.0,635628.0,69283203.0
2021-08-09,AT,617.0,2.0,373.0,254742.0,658056.0,13140.0,636001.0,69537945.0
2021-08-10,AT,874.0,3.0,491.0,306240.0,658930.0,13143.0,636492.0,69844185.0
2021-08-11,AT,859.0,0.0,489.0,264414.0,659789.0,13143.0,636981.0,70108599.0
2021-08-12,AT,968.0,2.0,457.0,447807.0,660757.0,13145.0,637438.0,70556406.0
2021-08-13,AT,952.0,3.0,453.0,280547.0,661709.0,13148.0,637891.0,70836953.0
2021-08-14,AT,832.0,5.0,454.0,344791.0,662541.0,13153.0,638345.0,71181744.0
2021-08-15,AT,797.0,1.0,432.0,395705.0,663338.0,13154.0,638777.0,71577449.0
2021-08-16,AT,876.0,0.0,448.0,290401.0,664214.0,13154.0,639225.0,71867850.0
2021-08-17,AT,1213.0,0.0,522.0,287405.0,665427.0,13154.0,639747.0,72155255.0
2021-08-18,AT,1293.0,2.0,605.0,269632.0,666720.0,13156.0,640352.0,72424887.0
2021-08-19,AT,1310.0,3.0,599.0,442858.0,668030.0,13159.0,640951.0,72867745.0
2021-08-20,AT,1287.0,2.0,746.0,268611.0,669317.0,13161.0,641697.0,73136356.0
2021-08-21,AT,1106.0,3.0,611.0,366192.0,670423.0,13164.0,642308.0,73502548.0
2021-08-22,AT,983.0,2.0,658.0,330086.0,671406.0,13166.0,642966.0,73832634.0
2021-08-23,AT,1154.0,6.0,681.0,284054.0,672560.0,13172.0,643647.0,74116688.0
2021-08-24,AT,1621.0,2.0,888.0,277987.0,674181.0,13174.0,644535.0,74394675.0
2021-08-25,AT,1450.0,6.0,767.0,281445.0,675631.0,13180.0,645302.0,74676120.0
2021-08-26,AT,1404.0,3.0,814.0,422734.0,677035.0,13183.0,646116.0,75098854.0
2021-08-27,AT,1378.0,6.0,932.0,255447.0,678413.0,13189.0,647048.0,75354301.0
2021-08-28,AT,1345.0,9.0,946.0,326424.0,679758.0,13198.0,647994.0,75680725.0
2021-08-29,AT,1081.0,3.0,818.0,332283.0,680839.0,13201.0,648812.0,76013008.0
2021-08-30,AT,1281.0,3.0,806.0,230634.0,682120.0,13204.0,649618.0,76243642.0
2021-08-31,AT,1852.0,4.0,1148.0,274462.0,683972.0,13208.0,650766.0,76518104.0
2021-09-01,AT,1555.0,4.0,1106.0,282427.0,685527.0,13212.0,651872.0,76800531.0
2021-09-02,AT,1691.0,8.0,1155.0,411231.0,687218.0,13220.0,653027.0,77211762.0
2021-09-03,AT,1932.0,6.0,1183.0,264200.0,689150.0,13226.0,654210.0,77475962.0
2021-09-04,AT,1576.0,9.0,1146.0,342379.0,690726.0,13235.0,655356.0,77818341.0
2021-09-05,AT,1391.0,9.0,1089.0,375399.0,692117.0,13244.0,656445.0,78193740.0
2021-09-06,AT,1801.0,4.0,1158.0,338111.0,693918.0,13248.0,657603.0,78531851.0
2021-09-07,AT,2301.0,8.0,1203.0,338557.0,696219.0,13256.0,658806.0,78870408.0
2021-09-08,AT,2168.0,8.0,1414.0,439775.0,698387.0,13264.0,660220.0,79310183.0
2021-09-09,AT,2338.0,10.0,1343.0,347969.0,700725.0,13274.0,661563.0,79658152.0
2021-09-10,AT,2246.0,11.0,1356.0,321630.0,702971.0,13285.0,662919.0,79979782.0
2021-09-11,AT,1838.0,7.0,1512.0,358111.0,704809.0,13292.0,664431.0,80337893.0
2021-09-12,AT,1390.0,3.0,1303.0,364949.0,706199.0,13295.0,665734.0,80702842.0
2021-09-13,AT,1848.0,9.0,1438.0,309931.0,708047.0,13304.0,667172.0,81012773.0
2021-09-14,AT,2599.0,15.0,1720.0,371093.0,710646.0,13319.0,668892.0,81383866.0
2021-09-15,AT,2318.0,12.0,1480.0,353847.0,712964.0,13331.0,670372.0,81737713.0
2021-09-16,AT,2212.0,11.0,1643.0,478750.0,715176.0,13342.0,672015.0,82216463.0
2021-09-17,AT,2028.0,11.0,1668.0,284257.0,717204.0,13353.0,673683.0,82500720.0
2021-09-18,AT,1428.0,7.0,1704.0,367712.0,718632.0,13360.0,675387.0,82868432.0
2021-09-19,AT,1340.0,19.0,1656.0,374322.0,719972.0,13379.0,677043.0,83242754.0
2021-09-20,AT,1380.0,12.0,1741.0,279401.0,721352.0,13391.0,678784.0,83522155.0
2021-09-21,AT,2107.0,9.0,2305.0,262426.0,723459.0,13400.0,681089.0,83784581.0
2021-09-22,AT,1838.0,11.0,1834.0,447985.0,725297.0,13411.0,682923.0,84232566.0
2021-09-23,AT,1816.0,10.0,1884.0,497356.0,727113.0,13421.0,684807.0,84729922.0
2021-09-24,AT,1829.0,9.0,1985.0,304125.0,728942.0,13430.0,686792.0,85034047.0
2021-09-25,AT,1385.0,14.0,1908.0,352913.0,730327.0,13444.0,688700.0,85386960.0
2021-09-26,AT,1386.0,11.0,1792.0,350169.0,731713.0,13455.0,690492.0,85737129.0
2021-09-27,AT,1590.0,8.0,1638.0,296446.0,733303.0,13463.0,692130.0,86033575.0
2021-09-28,AT,2611.0,17.0,2284.0,358279.0,735914.0,13480.0,694414.0,86391854.0
2021-09-29,AT,1924.0,8.0,1975.0,359097.0,737838.0,13488.0,696389.0,86750951.0
2021-09-30,AT,1738.0,10.0,2112.0,433868.0,739576.0,13498.0,698501.0,87184819.0
2021-10-01,AT,1807.0,9.0,1854.0,290255.0,741383.0,13507.0,700355.0,87475074.0
2021-10-02,AT,1555.0,15.0,1785.0,225990.0,742938.0,13522.0,702140.0,87701064.0
2021-10-03,AT,1371.0,11.0,1520.0,408724.0,744309.0,13533.0,703660.0,88109788.0
2021-10-04,AT,1460.0,8.0,1684.0,287120.0,745769.0,13541.0,705344.0,88396908.0
2021-10-05,AT,2671.0,16.0,2406.0,365396.0,748440.0,13557.0,707750.0,88762304.0
2021-10-06,AT,2035.0,8.0,1859.0,326599.0,750475.0,13565.0,709609.0,89088903.0
2021-10-07,AT,1853.0,11.0,2084.0,433055.0,752328.0,13576.0,711693.0,89521958.0
2021-10-08,AT,1875.0,8.0,2081.0,270111.0,754203.0,13584.0,713774.0,89792069.0
2021-10-09,AT,1585.0,12.0,1896.0,287442.0,755788.0,13596.0,715670.0,90079511.0
2021-10-10,AT,1298.0,10.0,1671.0,298259.0,757086.0,13606.0,717341.0,90377770.0
2021-10-11,AT,1597.0,12.0,1681.0,236189.0,758683.0,13618.0,719022.0,90613959.0
2021-10-12,AT,2715.0,19.0,2199.0,351804.0,761398.0,13637.0,721221.0,90965763.0
2021-10-13,AT,2113.0,11.0,1670.0,329066.0,763511.0,13648.0,722891.0,91294829.0
2021-10-14,AT,2389.0,11.0,1827.0,427441.0,765900.0,13659.0,724718.0,91722270.0
2021-10-15,AT,2381.0,12.0,1969.0,280850.0,768281.0,13671.0,726687.0,92003120.0
2021-10-16,AT,2146.0,21.0,1729.0,321818.0,770427.0,13692.0,728416.0,92324938.0
2021-10-17,AT,1997.0,20.0,1790.0,298128.0,772424.0,13712.0,730206.0,92623066.0
2021-10-18,AT,2728.0,11.0,1734.0,248407.0,775152.0,13723.0,731940.0,92871473.0
2021-10-19,AT,3970.0,13.0,2294.0,364890.0,779122.0,13736.0,734234.0,93236363.0
2021-10-20,AT,3617.0,14.0,1866.0,335375.0,782739.0,13750.0,736100.0,93571738.0
2021-10-21,AT,3486.0,16.0,1832.0,455165.0,786225.0,13766.0,737932.0,94026903.0
2021-10-22,AT,3705.0,17.0,2046.0,284844.0,789930.0,13783.0,739978.0,94311747.0
2021-10-23,AT,3531.0,17.0,2075.0,315989.0,793461.0,13800.0,742053.0,94627736.0
2021-10-24,AT,2794.0,23.0,1948.0,314239.0,796255.0,13823.0,744001.0,94941975.0
2021-10-25,AT,3446.0,12.0,2210.0,245796.0,799701.0,13835.0,746211.0,95187771.0
2021-10-26,AT,4482.0,25.0,2884.0,354029.0,804183.0,13860.0,749095.0,95541800.0
2021-10-27,AT,4306.0,29.0,2465.0,268599.0,808489.0,13889.0,751560.0,95810399.0
2021-10-28,AT,5935.0,17.0,2585.0,451995.0,814424.0,13906.0,754145.0,96262394.0
2021-10-29,AT,5978.0,14.0,2897.0,312927.0,820402.0,13920.0,757042.0,96575321.0
2021-10-30,AT,5628.0,27.0,2821.0,338420.0,826030.0,13947.0,759863.0,96913741.0
2021-10-31,AT,4794.0,18.0,2770.0,340861.0,830824.0,13965.0,762633.0,97254602.0
2021-11-01,AT,5284.0,24.0,3263.0,276500.0,836108.0,13989.0,765896.0,97531102.0
2021-11-02,AT,6583.0,24.0,3863.0,306382.0,842691.0,14013.0,769759.0,97837484.0
2021-11-03,AT,8971.0,35.0,3339.0,581327.0,851662.0,14048.0,773098.0,98418811.0
2021-11-04,AT,9767.0,29.0,3496.0,550179.0,861429.0,14077.0,776594.0,98968990.0
2021-11-05,AT,9694.0,35.0,3982.0,473302.0,871123.0,14112.0,780576.0,99442292.0
2021-11-06,AT,8109.0,32.0,3979.0,414915.0,879232.0,14144.0,784555.0,99857207.0
2021-11-07,AT,8005.0,29.0,4259.0,397268.0,887237.0,14173.0,788814.0,100254475.0
2021-11-08,AT,7752.0,35.0,4502.0,380970.0,894989.0,14208.0,793316.0,100635445.0
2021-11-09,AT,11955.0,39.0,5477.0,454958.0,906944.0,14247.0,798793.0,101090403.0
2021-11-10,AT,13205.0,31.0,5144.0,346999.0,920149.0,14278.0,803937.0,101437402.0
2021-11-11,AT,10564.0,63.0,5274.0,725954.0,930713.0,14341.0,809211.0,102163356.0
2021-11-12,AT,12627.0,58.0,5669.0,445216.0,943340.0,14399.0,814880.0,102608572.0
2021-11-13,AT,11418.0,60.0,6501.0,381534.0,954758.0,14459.0,821381.0,102990106.0
2021-11-14,AT,11181.0,48.0,6184.0,323413.0,965939.0,14507.0,827565.0,103313519.0
2021-11-15,AT,10983.0,48.0,7058.0,399798.0,976922.0,14555.0,834623.0,103713317.0
2021-11-16,AT,16440.0,51.0,7567.0,464540.0,993362.0,14606.0,842190.0,104177857.0
2021-11-17,AT,15001.0,59.0,7996.0,593434.0,1008363.0,14665.0,850186.0,104771291.0
2021-11-18,AT,14865.0,54.0,8442.0,553894.0,1023228.0,14719.0,858628.0,105325185.0
2021-11-19,AT,14045.0,66.0,8845.0,552269.0,1037273.0,14785.0,867473.0,105877454.0
2021-11-20,AT,14076.0,48.0,9792.0,430547.0,1051349.0,14833.0,877265.0,106308001.0
2021-11-21,AT,11625.0,70.0,9467.0,524203.0,1062974.0,14903.0,886732.0,106832204.0
2021-11-22,AT,11950.0,66.0,10411.0,354947.0,1074924.0,14969.0,897143.0,107187151.0
2021-11-23,AT,14491.0,65.0,12443.0,428955.0,1089415.0,15034.0,909586.0,107616106.0
2021-11-24,AT,14432.0,62.0,12124.0,368068.0,1103847.0,15096.0,921710.0,107984174.0
2021-11-25,AT,12096.0,73.0,13205.0,619654.0,1115943.0,15169.0,934915.0,108603828.0
2021-11-26,AT,12018.0,80.0,13390.0,606176.0,1127961.0,15249.0,948305.0,109210004.0
2021-11-27,AT,9596.0,59.0,13349.0,346928.0,1137557.0,15308.0,961654.0,109556932.0
2021-11-28,AT,7972.0,71.0,11937.0,268213.0,1145529.0,15379.0,973591.0,109825145.0
2021-11-29,AT,8094.0,80.0,12921.0,285534.0,1153623.0,15459.0,986512.0,110110679.0
2021-11-30,AT,10938.0,51.0,13992.0,469103.0,1164561.0,15510.0,1000504.0,110579782.0
2021-12-01,AT,8753.0,75.0,13263.0,491554.0,1173314.0,15585.0,1013767.0,111071336.0
2021-12-02,AT,7216.0,77.0,12386.0,466309.0,1180530.0,15662.0,1026153.0,111537645.0
2021-12-03,AT,6240.0,69.0,13245.0,400321.0,1186770.0,15731.0,1039398.0,111937966.0
2021-12-04,AT,5305.0,70.0,11554.0,296446.0,1192075.0,15801.0,1050952.0,112234412.0
2021-12-05,AT,4247.0,59.0,10724.0,292422.0,1196322.0,15860.0,1061676.0,112526834.0
2021-12-06,AT,4396.0,65.0,10936.0,310646.0,1200718.0,15925.0,1072612.0,112837480.0
2021-12-07,AT,6041.0,71.0,13222.0,457815.0,1206759.0,15996.0,1085834.0,113295295.0
2021-12-08,AT,4306.0,63.0,11149.0,395681.0,1211065.0,16059.0,1096983.0,113690976.0
2021-12-09,AT,3106.0,59.0,10352.0,301881.0,1214171.0,16118.0,1107335.0,113992857.0
2021-12-10,AT,4797.0,57.0,9847.0,411029.0,1218968.0,16175.0,1117182.0,114403886.0
2021-12-11,AT,3245.0,50.0,9155.0,264154.0,1222213.0,16225.0,1126337.0,114668040.0
2021-12-12,AT,3255.0,41.0,7500.0,288460.0,1225468.0,16266.0,1133837.0,114956500.0
2021-12-13,AT,2916.0,50.0,7693.0,261523.0,1228384.0,16316.0,1141530.0,115218023.0
2021-12-14,AT,4115.0,52.0,8365.0,460677.0,1232499.0,16368.0,1149895.0,115678700.0
2021-12-15,AT,2920.0,36.0,6720.0,466533.0,1235419.0,16404.0,1156615.0,116145233.0
2021-12-16,AT,2691.0,39.0,6249.0,410701.0,1238110.0,16443.0,1162864.0,116555934.0
2021-12-17,AT,2343.0,35.0,6068.0,428824.0,1240453.0,16478.0,1168932.0,116984758.0
2021-12-18,AT,1983.0,30.0,5232.0,332869.0,1242436.0,16508.0,1174164.0,117317627.0
2021-12-19,AT,1880.0,37.0,4264.0,262854.0,1244316.0,16545.0,1178428.0,117580481.0
2021-12-20,AT,1941.0,33.0,4726.0,252128.0,1246257.0,16578.0,1183154.0,117832609.0
2021-12-21,AT,2798.0,31.0,5503.0,316974.0,1249055.0,16609.0,1188657.0,118149583.0
2021-12-22,AT,2157.0,23.0,4348.0,538458.0,1251212.0,16632.0,1193005.0,118688041.0
2021-12-23,AT,2259.0,24.0,4005.0,338202.0,1253471.0,16656.0,1197010.0,119026243.0
2021-12-24,AT,2103.0,19.0,3775.0,508023.0,1255574.0,16675.0,1200785.0,119534266.0
2021-12-25,AT,1622.0,21.0,3138.0,389512.0,1257196.0,16696.0,1203923.0,119923778.0
2021-12-26,AT,1732.0,23.0,2815.0,290509.0,1258928.0,16719.0,1206738.0,120214287.0
2021-12-27,AT,2592.0,26.0,2629.0,193332.0,1261520.0,16745.0,1209367.0,120407619.0
2021-12-28,AT,3329.0,25.0,3412.0,2196281.0,1264849.0,16770.0,1212779.0,122603900.0
2021-12-29,AT,3170.0,16.0,2633.0,317231.0,1268019.0,16786.0,1215412.0,122921131.0
2021-12-30,AT,3805.0,30.0,2321.0,305717.0,1271824.0,16816.0,1217733.0,123226848.0
2021-12-31,AT,3684.0,14.0,2657.0,352361.0,1275508.0,16830.0,1220390.0,123579209.0
2022-01-01,AT,2999.0,8.0,1988.0,328668.0,1278507.0,16838.0,1222378.0,123907877.0
2022-01-02,AT,3470.0,12.0,1893.0,198549.0,1281977.0,16850.0,1224271.0,124106426.0
2022-01-03,AT,5984.0,22.0,2193.0,198125.0,1287961.0,16872.0,1226464.0,124304551.0
2022-01-04,AT,10051.0,12.0,2607.0,331732.0,1298012.0,16884.0,1229071.0,124636283.0
2022-01-05,AT,8768.0,10.0,2412.0,570586.0,1306780.0,16894.0,1231483.0,125206869.0
2022-01-06,AT,8873.0,9.0,2443.0,319520.0,1315653.0,16903.0,1233926.0,125526389.0
2022-01-07,AT,7021.0,14.0,2397.0,331149.0,1322674.0,16917.0,1236323.0,125857538.0
2022-01-08,AT,10686.0,8.0,2683.0,471709.0,1333360.0,16925.0,1239006.0,126329247.0
2022-01-09,AT,10884.0,13.0,2999.0,446699.0,1344244.0,16938.0,1242005.0,126775946.0
2022-01-10,AT,12613.0,12.0,3952.0,528372.0,1356857.0,16950.0,1245957.0,127304318.0
2022-01-11,AT,16491.0,10.0,4679.0,515761.0,1373348.0,16960.0,1250636.0,127820079.0
2022-01-12,AT,16779.0,9.0,4493.0,1469988.0,1390127.0,16969.0,1255129.0,129290067.0
2022-01-13,AT,16909.0,9.0,6242.0,482191.0,1407036.0,16978.0,1261371.0,129772258.0
2022-01-14,AT,17010.0,12.0,7887.0,736449.0,1424046.0,16990.0,1269258.0,130508707.0
2022-01-15,AT,14814.0,8.0,7164.0,500115.0,1438860.0,16998.0,1276422.0,131008822.0
2022-01-16,AT,16095.0,11.0,8282.0,728344.0,1454955.0,17009.0,1284704.0,131737166.0
2022-01-17,AT,18288.0,8.0,9689.0,453008.0,1473243.0,17017.0,1294393.0,132190174.0
2022-01-18,AT,28087.0,8.0,10899.0,532431.0,1501330.0,17025.0,1305292.0,132722605.0
2022-01-19,AT,25136.0,12.0,10813.0,842360.0,1526466.0,17037.0,1316105.0,133564965.0
2022-01-20,AT,29605.0,7.0,11140.0,1388277.0,1556071.0,17044.0,1327245.0,134953242.0
2022-01-21,AT,26658.0,17.0,12103.0,616780.0,1582729.0,17061.0,1339348.0,135570022.0
2022-01-22,AT,23329.0,11.0,11603.0,539273.0,1606058.0,17072.0,1350951.0,136109295.0
2022-01-23,AT,25107.0,16.0,12987.0,465147.0,1631165.0,17088.0,1363938.0,136574442.0
2022-01-24,AT,26663.0,13.0,14848.0,457621.0,1657828.0,17101.0,1378786.0,137032063.0
2022-01-25,AT,38134.0,16.0,17048.0,533996.0,1695962.0,17117.0,1395834.0,137566059.0
2022-01-26,AT,35723.0,10.0,17507.0,791137.0,1731685.0,17127.0,1413341.0,138357196.0
2022-01-27,AT,37900.0,17.0,18899.0,1735543.0,1769585.0,17144.0,1432240.0,140092739.0
2022-01-28,AT,33673.0,20.0,20682.0,701619.0,1803258.0,17164.0,1452922.0,140794358.0
2022-01-29,AT,29185.0,15.0,21034.0,568134.0,1832443.0,17179.0,1473956.0,141362492.0
2022-01-30,AT,26315.0,16.0,23868.0,425786.0,1858758.0,17195.0,1497824.0,141788278.0
2022-01-31,AT,27862.0,14.0,23913.0,292063.0,1886620.0,17209.0,1521737.0,142080341.0
2022-02-01,AT,44204.0,15.0,27293.0,708812.0,1930824.0,17224.0,1549030.0,142789153.0
2022-02-02,AT,33868.0,21.0,24941.0,1223923.0,1964692.0,17245.0,1573971.0,144013076.0
2022-02-03,AT,36946.0,25.0,27766.0,1161196.0,2001638.0,17270.0,1601737.0,145174272.0
2022-02-04,AT,33418.0,20.0,30466.0,596739.0,2035056.0,17290.0,1632203.0,145771011.0
